target_site.chr,target_gene.start,target_gene.stop,ENSG,gene_short_name,strand,target_site.start,target_site.stop,fold_change.transcript_remaining,pvalue.empirical.adjusted,target_site.strand,mean_ATAC_RPM,PROseq_GB_RPKM,distance,target_promoter.center,target_site.start
chr5,177496900,177497900,ENSG00000196923,PDLIM7,-,178081610,178082610,0.999831904,0.998956978,-,25.78011712,2.966611816,584710,177497400,178082110
chr5,177554060,177555060,ENSG00000146067,FAM193B,-,177116390,177117390,0.987684495,0.991172856,-,6.395304583,1.992600833,437670,177554560,177116890
chr5,178153440,178154440,ENSG00000145912,NHP2,-,178127190,178128190,0.997564171,0.990178419,+,11.27858743,1.636234061,26250,178153940,178127690
chr5,178203980,178204980,ENSG00000197451,HNRNPAB,+,177564760,177565760,0.997606039,0.993192739,-,8.79870564,6.746488145,639220,178204480,177565260
chr5,178626580,178627580,ENSG00000113240,CLK4,-,178153440,178154440,0.99270474,0.990199804,-,11.33649777,0.834724953,473140,178627080,178153940
chr5,179805090,179806090,ENSG00000161013,MGAT4B,-,178831820,178832820,0.994507587,0.990178904,+,3.467778346,1.719804101,973270,179805590,178832320
chr5,180493850,180494850,ENSG00000113300,CNOT6,+,181173100,181174100,0.998617528,0.996760958,+,13.262444,1.87142119,679250,180494350,181173600
chr5,180802390,180803390,ENSG00000131446,MGAT1,-,180093360,180094360,0.999125732,0.996934052,+,10.07542082,2.499140249,709030,180802890,180093860
chr5,180802390,180803390,ENSG00000131446,MGAT1,-,181188090,181189090,0.99838962,0.995178109,-,18.09416955,2.499140249,385700,180802890,181188590
chr5,180860800,180861800,ENSG00000196670,ZFP62,-,181163000,181164000,0.99857517,0.995429087,+,10.8350969,3.742154418,302200,180861300,181163500
chr5,181037660,181038660,ENSG00000165810,BTNL9,+,181215870,181216870,0.992351004,0.992888897,+,1.631996306,0.705262038,178210,181038160,181216370
chr5,181222680,181223680,ENSG00000146063,TRIM41,+,181133290,181134290,0.993290234,0.993192739,-,25.23424502,1.420936333,89390,181223180,181133790
chr5,181222680,181223680,ENSG00000146063,TRIM41,+,181159000,181160000,0.992830202,0.993299575,-,26.26221454,1.420936333,63680,181223180,181159500
chr6,2764760,2765760,ENSG00000124535,WRNIP1,+,2931790,2932790,0.998444701,0.996127303,+,37.72992687,1.419077765,167030,2765260,2932290
chr6,2841520,2842520,ENSG00000021355,SERPINB1,-,2973380,2974380,0.9985269,0.995429087,-,24.32111877,1.976679612,131860,2842020,2973880
chr6,2961670,2962670,ENSG00000124570,SERPINB6,-,2848510,2849510,0.995675263,0.992390911,+,1.191437938,1.641863561,113160,2962170,2849010
chr6,2999180,3000180,ENSG00000124588,NQO2,+,2931790,2932790,0.996584762,0.989708742,+,20.01425145,5.242287474,67390,2999680,2932290
chr6,2999180,3000180,ENSG00000124588,NQO2,+,3195350,3196350,0.997167201,0.993856734,+,16.55869047,5.242287474,196170,2999680,3195850
chr6,3067980,3068980,ENSG00000137275,RIPK1,+,2751660,2752660,0.9945454,0.993904101,+,36.03122372,4.890888109,316320,3068480,2752160
chr6,3455700,3456700,ENSG00000137266,SLC22A23,-,3162540,3163540,0.997086177,0.996760958,-,19.19813112,0.365758852,293160,3456200,3163040
chr6,3455700,3456700,ENSG00000137266,SLC22A23,-,4358410,4359410,0.991868129,0.993680855,+,3.077555543,0.365758852,902710,3456200,4358910
chr6,3751600,3752600,ENSG00000168994,PXDC1,-,3649780,3650780,0.995399903,0.99776498,-,1.094920714,0.010812525,101820,3752100,3650280
chr6,4020800,4021800,ENSG00000112739,PRPF4B,+,3649780,3650780,0.997022526,0.993299575,-,10.9670445,1.785026198,371020,4021300,3650280
chr6,4020800,4021800,ENSG00000112739,PRPF4B,+,3649780,3650780,0.999295511,0.99468256,-,10.9670445,1.785026198,371020,4021300,3650280
chr6,10722430,10723430,ENSG00000111843,TMEM14C,+,10640140,10641140,0.996574227,0.990002015,+,34.062028,3.184661094,82290,10722930,10640640
chr6,10722430,10723430,ENSG00000111843,TMEM14C,+,10640140,10641140,0.999104762,0.995869848,+,34.062028,3.184661094,82290,10722930,10640640
chr6,11044000,11045000,ENSG00000197977,ELOVL2,-,10640140,10641140,0.993053669,0.996873372,+,8.082523402,0.008470113,403860,11044500,10640640
chr6,11044000,11045000,ENSG00000197977,ELOVL2,-,11931030,11932030,0.978748332,0.993192739,+,20.3619578,0.008470113,887030,11044500,11931530
chr6,13328160,13329160,ENSG00000145979,TBC1D7,-,13991040,13992040,0.997230104,0.993904101,+,17.2614336,1.697256803,662880,13328660,13991540
chr6,13407530,13408530,ENSG00000145990,GFOD1,-,13915880,13916880,0.989925519,0.991204975,-,3.469000083,0.313556879,508350,13408030,13916380
chr6,13574000,13575000,ENSG00000124523,SIRT5,+,13915880,13916880,0.997436215,0.997352007,-,32.17151214,0.914607408,341880,13574500,13916380
chr6,13814010,13815010,ENSG00000050393,MCUR1,-,13991040,13992040,0.998086909,0.994214073,+,49.7708782,0.832630327,177030,13814510,13991540
chr6,13924050,13925050,ENSG00000180537,RNF182,+,14449180,14450180,0.997283551,0.995178109,+,7.673730196,0.752344989,525130,13924550,14449680
chr6,14117010,14118010,ENSG00000112149,CD83,+,13354200,13355200,0.998987476,0.998634497,-,2.710301396,0.172624709,762810,14117510,13354700
chr6,14117010,14118010,ENSG00000112149,CD83,+,15106720,15107720,0.984873811,0.990178904,+,3.245177861,0.172624709,989710,14117510,15107220
chr6,16128570,16129570,ENSG00000007944,MYLIP,+,15735410,15736410,0.9982375,0.996440734,+,29.65033564,5.228455736,393160,16129070,15735910
chr6,16238090,16239090,ENSG00000137198,GMPR,+,15905640,15906640,0.995978529,0.990178904,+,21.50819147,10.7444248,332450,16238590,15906140
chr6,16238090,16239090,ENSG00000137198,GMPR,+,15905640,15906640,0.997177478,0.993192739,+,21.50819147,10.7444248,332450,16238590,15906140
chr6,16761100,16762100,ENSG00000124788,ATXN1,-,16224070,16225070,0.985064028,0.994766441,+,5.702824042,0.254464397,537030,16761600,16224570
chr6,18154840,18155840,ENSG00000165097,KDM1B,+,17712280,17713280,0.995974163,0.993192739,+,32.43027604,0.475252078,442560,18155340,17712780
chr6,20212050,20213050,ENSG00000172197,MBOAT1,-,20068790,20069790,0.992835907,0.993192739,+,47.50504473,0.331071094,143260,20212550,20069290
chr6,25278500,25279500,ENSG00000079691,LRRC16A,+,25962390,25963390,0.979773336,0.993788975,+,12.07662605,0.002231069,683890,25279000,25962890
chr6,25278500,25279500,ENSG00000079691,LRRC16A,+,26025530,26026530,0.998398409,0.999040253,-,21.79041272,0.002231069,747030,25279000,26026030
chr6,25962390,25963390,ENSG00000112343,TRIM38,+,26341410,26342410,0.994662574,0.993192739,+,4.256531763,1.490736549,379020,25962890,26341910
chr6,26056050,26057050,ENSG00000187837,HIST1H1C,-,26553650,26554650,0.99942578,0.996760958,+,24.09167656,28.53739032,497600,26056550,26554150
chr6,26056050,26057050,ENSG00000187837,HIST1H1C,-,26572200,26573200,0.999144962,0.995869848,-,19.41560031,28.53739032,516150,26056550,26572700
chr6,26056050,26057050,ENSG00000187837,HIST1H1C,-,26593980,26594980,0.998953729,0.996438734,-,19.4207316,28.53739032,537930,26056550,26594480
chr6,26086900,26087900,ENSG00000010704,HFE,+,26319110,26320110,0.999376541,0.999763503,+,2.13877282,0.108548953,232210,26087400,26319610
chr6,26123370,26124370,ENSG00000180596,HIST1H2BC,-,26553650,26554650,0.997840896,0.994483083,+,73.28320707,48.50650246,430280,26123870,26554150
chr6,26123370,26124370,ENSG00000180596,HIST1H2BC,-,26575050,26576050,0.997551119,0.994214073,+,70.49935711,48.50650246,451680,26123870,26575550
chr6,26157690,26158690,ENSG00000158373,HIST1H2BD,+,26309520,26310520,0.997070626,0.994153865,+,34.74229117,10.07713595,151830,26158190,26310020
chr6,26234420,26235420,ENSG00000124575,HIST1H1D,-,26065740,26066740,0.998776663,0.995773196,+,5.248093525,5.327331196,168680,26234920,26066240
chr6,26234420,26235420,ENSG00000124575,HIST1H1D,-,26319110,26320110,0.997245834,0.993192739,+,5.546441704,5.327331196,84690,26234920,26319610
chr6,26234420,26235420,ENSG00000124575,HIST1H1D,-,27157640,27158640,0.997969745,0.994214073,+,7.72137794,5.327331196,923220,26234920,27158140
chr6,26364600,26365600,ENSG00000186470,BTN3A2,+,26593980,26594980,0.994897817,0.996112847,-,3.742669174,0.223134554,229380,26365100,26594480
chr6,26382740,26383740,ENSG00000124508,BTN2A2,+,27091200,27092200,0.980877935,0.991140581,+,6.853700311,0.834279639,708460,26383240,27091700
chr6,26401630,26402630,ENSG00000026950,BTN3A1,+,26568210,26569210,0.994482586,0.996760958,+,2.962223568,0.361635838,166580,26402130,26568710
chr6,26457460,26458460,ENSG00000112763,BTN2A1,+,25909980,25910980,0.993092071,0.993047982,+,3.592151174,2.068393121,547480,26457960,25910480
chr6,26457460,26458460,ENSG00000112763,BTN2A1,+,25962390,25963390,0.989604783,0.992306545,+,5.578695561,2.068393121,495070,26457960,25962890
chr6,26457460,26458460,ENSG00000112763,BTN2A1,+,26552960,26553960,0.984898896,0.990002015,+,7.378314186,2.068393121,95500,26457960,26553460
chr6,26457460,26458460,ENSG00000112763,BTN2A1,+,26593980,26594980,0.997542201,0.996934332,-,4.54192953,2.068393121,136520,26457960,26594480
chr6,26537860,26538860,ENSG00000182952,HMGN4,+,26025530,26026530,0.997499341,0.996934332,-,27.28651886,1.229266921,512330,26538360,26026030
chr6,26537860,26538860,ENSG00000182952,HMGN4,+,26319110,26320110,0.98943523,0.990311223,+,16.203165,1.229266921,218750,26538360,26319610
chr6,26537860,26538860,ENSG00000182952,HMGN4,+,26556090,26557090,0.995544306,0.995429087,+,25.56729053,1.229266921,18230,26538360,26556590
chr6,26537860,26538860,ENSG00000182952,HMGN4,+,26568210,26569210,0.994840018,0.994766441,+,17.00413579,1.229266921,30350,26538360,26568710
chr6,26537860,26538860,ENSG00000182952,HMGN4,+,27229270,27230270,0.998074657,0.996934332,-,18.65225902,1.229266921,691410,26538360,27229770
chr6,26596240,26597240,ENSG00000146109,ABT1,+,26309520,26310520,0.99694809,0.993192739,+,4.101126815,5.298265439,286720,26596740,26310020
chr6,26596240,26597240,ENSG00000146109,ABT1,+,26351040,26352040,0.996652075,0.990178904,-,3.182624926,5.298265439,245200,26596740,26351540
chr6,26596240,26597240,ENSG00000146109,ABT1,+,26576670,26577670,0.999144483,0.996760958,+,4.113344185,5.298265439,19570,26596740,26577170
chr6,26596240,26597240,ENSG00000146109,ABT1,+,27156800,27157800,0.99849017,0.994766441,+,3.136198919,5.298265439,560560,26596740,27157300
chr6,27132490,27133490,ENSG00000124635,HIST1H2BJ,-,27752750,27753750,0.99929524,0.996760958,-,104.5103165,9.994404188,620260,27132990,27753250
chr6,27132490,27133490,ENSG00000196787,HIST1H2AG,+,26299270,26300270,0.997397659,0.995251167,+,102.0013574,122.291443,833220,27132990,26299770
chr6,27132490,27133490,ENSG00000196787,HIST1H2AG,+,26312320,26313320,0.99961457,0.999134816,-,116.739904,122.291443,820170,27132990,26312820
chr6,27132490,27133490,ENSG00000196787,HIST1H2AG,+,26521020,26522020,0.994811737,0.993047982,-,120.2059719,122.291443,611470,27132990,26521520
chr6,27132490,27133490,ENSG00000196787,HIST1H2AG,+,27234960,27235960,0.991378771,0.990959383,+,103.6685397,122.291443,102470,27132990,27235460
chr6,27132490,27133490,ENSG00000196787,HIST1H2AG,+,27600130,27601130,0.993099527,0.990178904,+,101.9507775,122.291443,467640,27132990,27600630
chr6,27250560,27251560,ENSG00000112812,PRSS16,+,27188170,27189170,0.995189292,0.993680855,+,9.189417138,96.14464327,62390,27251060,27188670
chr6,27388300,27389300,ENSG00000124613,ZNF391,+,26556090,26557090,0.988188783,0.992919227,+,14.3309752,2.355658054,832210,27388800,26556590
chr6,27388300,27389300,ENSG00000124613,ZNF391,+,27188170,27189170,0.984259506,0.990178904,+,7.322847325,2.355658054,200130,27388800,27188670
chr6,27388300,27389300,ENSG00000124613,ZNF391,+,27518470,27519470,0.999138273,0.999134816,+,6.248696141,2.355658054,130170,27388800,27518970
chr6,27388300,27389300,ENSG00000124613,ZNF391,+,27592130,27593130,0.996913761,0.996760958,-,12.07540432,2.355658054,203830,27388800,27592630
chr6,27472000,27473000,ENSG00000096654,ZNF184,-,27161960,27162960,0.995317359,0.996127303,+,6.863962902,0.9615969,310040,27472500,27162460
chr6,27472000,27473000,ENSG00000096654,ZNF184,-,27543930,27544930,0.999920893,0.999909891,+,6.891818506,0.9615969,71930,27472500,27544430
chr6,27472000,27473000,ENSG00000096654,ZNF184,-,27545230,27546230,0.994701885,0.994214073,+,12.29214046,0.9615969,73230,27472500,27545730
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27091200,27092200,0.999499516,0.999536872,+,62.31420779,45.53609747,716400,27808100,27091700
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27176810,27177810,0.986347994,0.991140581,-,59.06121082,45.53609747,630790,27808100,27177310
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27478140,27479140,0.989622224,0.994214073,+,62.06912735,45.53609747,329460,27808100,27478640
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27592130,27593130,0.981685984,0.992525269,-,65.36195295,45.53609747,215470,27808100,27592630
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27651060,27652060,0.998942236,0.999133111,-,57.6322672,45.53609747,156540,27808100,27651560
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27753780,27754780,0.98123397,0.990002015,-,58.9549197,45.53609747,53820,27808100,27754280
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,27901850,27902850,0.988462724,0.993299575,+,61.38373288,45.53609747,94250,27808100,27902350
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,28728740,28729740,0.980605264,0.990178419,+,57.49836483,45.53609747,921140,27808100,28729240
chr6,27807600,27808600,ENSG00000196747,HIST1H2AI,+,28789180,28790180,0.97419874,0.98980714,-,57.49836483,45.53609747,981580,27808100,28789680
chr6,27837340,27838340,ENSG00000233822,HIST1H2BN,+,27234960,27235960,0.99527494,0.989667779,+,12.37766205,119.89737,602380,27837840,27235460
chr6,27837340,27838340,ENSG00000233822,HIST1H2BN,+,27502110,27503110,0.999860395,0.999133111,+,12.90911766,119.89737,335230,27837840,27502610
chr6,27837340,27838340,ENSG00000233822,HIST1H2BN,+,27518470,27519470,0.993244587,0.990178419,+,12.55383653,119.89737,318870,27837840,27518970
chr6,27837340,27838340,ENSG00000233822,HIST1H2BN,+,27670160,27671160,0.994854635,0.990178904,-,11.61651989,119.89737,167180,27837840,27670660
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,27176810,27177810,0.996754398,0.994235057,-,3.119094601,9.193014983,690270,27867580,27177310
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,27478140,27479140,0.993953741,0.992317158,+,6.127011134,9.193014983,388940,27867580,27478640
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,27600130,27601130,0.998828875,0.997579238,+,1.699191842,9.193014983,266950,27867580,27600630
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,28566010,28567010,0.99948401,0.998812958,-,1.556248611,9.193014983,698930,27867580,28566510
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,28735020,28736020,0.999665567,0.998956978,-,1.556248611,9.193014983,867940,27867580,28735520
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,28742500,28743500,0.995618069,0.993998723,-,1.556248611,9.193014983,875420,27867580,28743000
chr6,27867080,27868080,ENSG00000184357,HIST1H1B,-,28816190,28817190,0.99882034,0.998446523,+,1.556248611,9.193014983,949110,27867580,28816690
chr6,28080350,28081350,ENSG00000197279,ZNF165,+,27279120,27280120,0.990960991,0.994235057,+,7.528587839,0.813473811,801230,28080850,27279620
chr6,28080350,28081350,ENSG00000197279,ZNF165,+,28709650,28710650,0.98959216,0.993192739,-,6.790414334,0.813473811,629300,28080850,28710150
chr6,28080350,28081350,ENSG00000197279,ZNF165,+,28757770,28758770,0.991745882,0.994483083,+,6.790414334,0.813473811,677420,28080850,28758270
chr6,28141450,28142450,ENSG00000198315,ZKSCAN8,+,27600130,27601130,0.999111144,0.99858916,+,6.860053344,1.998145497,541320,28141950,27600630
chr6,28141450,28142450,ENSG00000198315,ZKSCAN8,+,27777310,27778310,0.990765427,0.990178419,+,7.374404627,1.998145497,364140,28141950,27777810
chr6,28141450,28142450,ENSG00000198315,ZKSCAN8,+,27791820,27792820,0.998356935,0.995429087,-,9.89118288,1.998145497,349630,28141950,27792320
chr6,28141450,28142450,ENSG00000198315,ZKSCAN8,+,28742820,28743820,0.993645421,0.993544043,+,6.717110113,1.998145497,601370,28141950,28743320
chr6,28141450,28142450,ENSG00000198315,ZKSCAN8,+,28880550,28881550,0.997660464,0.996760958,-,6.717110113,1.998145497,739100,28141950,28881050
chr6,28224920,28225920,ENSG00000137185,ZSCAN9,+,27605030,27606030,0.989639654,0.989555844,-,3.778588242,1.911452054,619890,28225420,27605530
chr6,28224920,28225920,ENSG00000137185,ZSCAN9,+,27668090,27669090,0.986352117,0.990002015,+,4.695624046,1.911452054,556830,28225420,27668590
chr6,28224920,28225920,ENSG00000137185,ZSCAN9,+,27670160,27671160,0.992111398,0.993192702,-,3.285983878,1.911452054,554760,28225420,27670660
chr6,28224920,28225920,ENSG00000137185,ZSCAN9,+,28742500,28743500,0.988436168,0.990002015,-,2.186420563,1.911452054,517580,28225420,28743000
chr6,28224920,28225920,ENSG00000137185,ZSCAN9,+,28982200,28983200,0.998882248,0.998220127,+,2.186420563,1.911452054,757280,28225420,28982700
chr6,28251800,28252800,ENSG00000187626,ZKSCAN4,-,27478140,27479140,0.98634668,0.992104395,+,6.400680226,0.929646241,773660,28252300,27478640
chr6,28251800,28252800,ENSG00000187626,ZKSCAN4,-,27795250,27796250,0.983088782,0.990178904,+,3.800090814,0.929646241,456550,28252300,27795750
chr6,28251800,28252800,ENSG00000187626,ZKSCAN4,-,28980070,28981070,0.980811933,0.990002015,-,1.829917702,0.929646241,728270,28252300,28980570
chr6,28281060,28282060,ENSG00000137338,PGBD1,+,27518470,27519470,0.99982211,0.999133111,+,4.47131313,0.747133053,762590,28281560,27518970
chr6,28281060,28282060,ENSG00000137338,PGBD1,+,28215270,28216270,0.996303388,0.994235057,-,2.562715564,0.747133053,65790,28281560,28215770
chr6,28281060,28282060,ENSG00000137338,PGBD1,+,29015940,29016940,0.993167149,0.990201378,-,2.434433178,0.747133053,734880,28281560,29016440
chr6,28335610,28336610,ENSG00000235109,ZSCAN31,-,27545230,27546230,0.996219132,0.996029074,+,22.36438477,0.889904341,790380,28336110,27545730
chr6,28335610,28336610,ENSG00000235109,ZSCAN31,-,28105020,28106020,0.999675954,0.999396004,+,16.99362885,0.889904341,230590,28336110,28105520
chr6,28335610,28336610,ENSG00000235109,ZSCAN31,-,28553050,28554050,0.999493671,0.999133111,-,16.17115549,0.889904341,217440,28336110,28553550
chr6,28335610,28336610,ENSG00000235109,ZSCAN31,-,28880550,28881550,0.993757653,0.994303965,-,16.17115549,0.889904341,544940,28336110,28881050
chr6,28335610,28336610,ENSG00000235109,ZSCAN31,-,28952720,28953720,0.997718286,0.996934332,-,16.17115549,0.889904341,617110,28336110,28953220
chr6,28349380,28350380,ENSG00000189298,ZKSCAN3,+,27495330,27496330,0.992713118,0.9935263,+,6.095001624,2.177721814,854050,28349880,27495830
chr6,28349380,28350380,ENSG00000189298,ZKSCAN3,+,27616810,27617810,0.999900972,0.99998655,+,2.928503627,2.177721814,732570,28349880,27617310
chr6,28349380,28350380,ENSG00000189298,ZKSCAN3,+,28687400,28688400,0.997180881,0.99739436,-,2.773831721,2.177721814,338020,28349880,28687900
chr6,28349380,28350380,ENSG00000189298,ZKSCAN3,+,28728740,28729740,0.998332941,0.998151144,+,2.767478688,2.177721814,379360,28349880,28729240
chr6,28349380,28350380,ENSG00000189298,ZKSCAN3,+,28982200,28983200,0.986084339,0.990002015,+,2.767478688,2.177721814,632820,28349880,28982700
chr6,28399210,28400210,ENSG00000158691,ZSCAN12,-,27670160,27671160,0.988393391,0.992571068,-,5.96745228,2.653196599,729050,28399710,27670660
chr6,28399210,28400210,ENSG00000158691,ZSCAN12,-,29015940,29016940,0.994148632,0.994483083,-,4.867888966,2.653196599,616730,28399710,29016440
chr6,28442980,28443980,ENSG00000187987,ZSCAN23,-,28566010,28567010,0.982635819,0.994835407,-,0.120218922,0.071110922,123030,28443480,28566510
chr6,28588870,28589870,ENSG00000232040,SCAND3,-,27616810,27617810,0.992269472,0.993192739,+,0.161024939,2.66350626,972060,28589370,27617310
chr6,28588870,28589870,ENSG00000232040,SCAND3,-,27791820,27792820,0.996928315,0.996760958,-,3.174072767,2.66350626,797050,28589370,27792320
chr6,28588870,28589870,ENSG00000232040,SCAND3,-,28553050,28554050,0.99363938,0.994749789,-,0,2.66350626,35820,28589370,28553550
chr6,28588870,28589870,ENSG00000232040,SCAND3,-,28735020,28736020,0.986765115,0.989761146,-,0,2.66350626,146150,28589370,28735520
chr6,28923470,28924470,ENSG00000204713,TRIM27,-,28215270,28216270,0.995447387,0.989708742,-,0.128282387,3.726651288,708200,28923970,28215770
chr6,28923470,28924470,ENSG00000204713,TRIM27,-,28542230,28543230,0.999444851,0.998151144,-,0,3.726651288,381240,28923970,28542730
chr6,28923470,28924470,ENSG00000204713,TRIM27,-,28710090,28711090,0.999986281,0.998812958,+,0,3.726651288,213380,28923970,28710590
chr6,28923470,28924470,ENSG00000204713,TRIM27,-,28763580,28764580,0.997085691,0.991853277,-,0,3.726651288,159890,28923970,28764080
chr6,28923470,28924470,ENSG00000204713,TRIM27,-,28982200,28983200,0.996563875,0.992388191,+,0,3.726651288,58730,28923970,28982700
chr6,29004870,29005870,ENSG00000197935,ZNF311,-,28489000,28490000,0.980442731,0.990002015,+,3.133999793,1.121556775,515870,29005370,28489500
chr6,29004870,29005870,ENSG00000197935,ZNF311,-,28687400,28688400,0.980031872,0.991604584,-,0.006353032,1.121556775,317470,29005370,28687900
chr6,29004870,29005870,ENSG00000197935,ZNF311,-,28742500,28743500,0.982663013,0.991335835,-,0,1.121556775,262370,29005370,28743000
chr6,30060690,30061690,ENSG00000066379,ZNRD1,+,29967120,29968120,0.999129419,0.998138017,-,0.001710432,1.215622314,93570,30061190,29967620
chr6,30060690,30061690,ENSG00000066379,ZNRD1,+,30496190,30497190,0.997270532,0.992249326,-,0,1.215622314,435500,30061190,30496690
chr6,30326670,30327670,ENSG00000204599,TRIM39,+,30496190,30497190,0.991879628,0.9935263,-,0,10.86423081,169520,30327170,30496690
chr6,30556220,30557220,ENSG00000204576,PRR3,+,29965640,29966640,0.998110483,0.98972805,-,0,3.361704688,590580,30556720,29966140
chr6,30690500,30691500,ENSG00000137404,NRM,-,30496190,30497190,0.997335126,0.996438734,-,0,0.755039263,194310,30691000,30496690
chr6,30717080,30718080,ENSG00000137337,MDC1,-,29965640,29966640,0.998365286,0.996029074,-,0,2.541106488,751440,30717580,29966140
chr6,30717080,30718080,ENSG00000137337,MDC1,-,31568260,31569260,0.997248511,0.996118375,+,0,2.541106488,851180,30717580,31568760
chr6,30719700,30720700,ENSG00000196230,TUBB,+,30496190,30497190,0.998745038,0.996340542,-,0,22.11919441,223510,30720200,30496690
chr6,30742280,30743280,ENSG00000137312,FLOT1,-,30101620,30102620,0.997689537,0.994214073,-,0,2.746935948,640660,30742780,30102120
chr6,31157800,31158800,ENSG00000137310,TCF19,+,31821600,31822600,0.994959343,0.994766441,+,0,0.988394638,663800,31158300,31822100
chr6,31399270,31400270,ENSG00000204520,MICA,+,32131190,32132190,0.99407774,0.994000851,+,0.000244347,6.079893646,731920,31399770,32131690
chr6,31540800,31541800,ENSG00000198563,DDX39B,-,32131190,32132190,0.995268954,0.990959383,+,0,8.087866905,590390,31541300,32131690
chr6,31547170,31548170,ENSG00000204498,NFKBIL1,+,31490130,31491130,0.997715582,0.994214073,+,0,2.048260444,57040,31547670,31490630
chr6,31614650,31615650,ENSG00000204472,AIF1,+,31568260,31569260,0.96200299,0.991646794,+,0,0.08418205,46390,31615150,31568760
chr6,31614650,31615650,ENSG00000204472,AIF1,+,32131190,32132190,0.954967359,0.990061396,+,0,0.08418205,516540,31615150,32131690
chr6,31652080,31653080,ENSG00000204444,APOM,+,30840420,30841420,0.996550314,0.995429087,-,0,12.13572672,811660,31652580,30840920
chr6,31652080,31653080,ENSG00000204463,BAG6,-,32131190,32132190,0.997876084,0.994235057,+,0,2.107540166,479110,31652580,32131690
chr6,31664500,31665500,ENSG00000204435,CSNK2B,+,32131190,32132190,0.999837556,0.99889944,+,0,8.977942328,466690,31665000,32131690
chr6,31665040,31666040,ENSG00000204438,GPANK1,-,31562960,31563960,0.994734881,0.98972805,+,0,11.26384931,102080,31665540,31563460
chr6,31739560,31740560,ENSG00000204410,MSH5,+,31562960,31563960,0.984988195,0.990178904,+,0,5.743408157,176600,31740060,31563460
chr6,31776810,31777810,ENSG00000204396,VWA7,-,32131190,32132190,0.98496372,0.995347347,+,0,0.721617239,354380,31777310,32131690
chr6,31815080,31816080,ENSG00000204389,HSPA1A,+,30840420,30841420,0.99747059,0.993192739,-,0,1178.447984,974660,31815580,30840920
chr6,31815080,31816080,ENSG00000204389,HSPA1A,+,31562960,31563960,0.995942366,0.990002015,+,0,1178.447984,252120,31815580,31563460
chr6,31834310,31835310,ENSG00000204387,C6orf48,+,31562960,31563960,0.996596507,0.990002015,+,0,14.6264758,271350,31834810,31563460
chr6,31958510,31959510,ENSG00000204351,SKIV2L,+,32131190,32132190,0.997920414,0.996760958,+,0,0.884659135,172680,31959010,32131690
chr6,32189870,32190870,ENSG00000204304,PBX2,-,31490130,31491130,0.996295885,0.990178904,+,0,2.672721094,699740,32190370,31490630
chr6,32968080,32969080,ENSG00000204256,BRD2,+,33843340,33844340,0.998837758,0.996760958,-,0.58716681,31.1796019,875260,32968580,33843840
chr6,33207990,33208990,ENSG00000204227,RING1,+,34200270,34201270,0.994089607,0.989989575,-,0.154671906,2.054240287,992280,33208490,34200770
chr6,33271510,33272510,ENSG00000231500,RPS18,+,34224070,34225070,0.997983105,0.993192739,+,5.472404441,14.90077723,952560,33272010,34224570
chr6,33288780,33289780,ENSG00000204220,PFDN6,+,34200270,34201270,0.998053667,0.993824372,-,0.154671906,2.684397342,911490,33289280,34200770
chr6,33288780,33289780,ENSG00000204220,PFDN6,+,34224070,34225070,0.999902992,0.999267027,+,5.472404441,2.684397342,935290,33289280,34224570
chr6,33298930,33299930,ENSG00000237441,RGL2,-,33839770,33840770,0.999448578,0.999040253,+,3.565272959,1.247877039,540840,33299430,33840270
chr6,33454020,33455020,ENSG00000213588,ZBTB9,+,33839770,33840770,0.990830206,0.990061396,+,3.565517307,24.74276777,385750,33454520,33840270
chr6,33579720,33580720,ENSG00000030110,BAK1,-,33380030,33381030,0.999044277,0.998737086,+,5.116145927,0.815367887,199690,33580220,33380530
chr6,33619640,33620640,ENSG00000096433,ITPR3,+,33380030,33381030,0.99924939,0.999040253,+,0.237261328,0.467066499,239610,33620140,33380530
chr6,33619640,33620640,ENSG00000096433,ITPR3,+,34223700,34224700,0.998966901,0.998182306,+,9.629731158,0.467066499,604060,33620140,34224200
chr6,33711280,33712280,ENSG00000137288,UQCC2,-,34559660,34560660,0.997330491,0.990178419,-,7.324557757,1.660685231,848380,33711780,34560160
chr6,34236180,34237180,ENSG00000137309,HMGA1,+,33843340,33844340,0.999665906,0.998446523,-,8.020947856,6.486307422,392840,34236680,33843840
chr6,35451890,35452890,ENSG00000112039,FANCE,+,36118280,36119280,0.996694188,0.994815287,+,23.9233212,0.563703481,666390,35452390,36118780
